AÑO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2022,10,Huesca,América,Total América,905,6867,7.6
2022,10,Huesca,Asia,Total Asia,306,2758,9.0
2022,10,Huesca,Europa,Total Europa,24846,139313,5.6
2022,10,Huesca,Oceanía,Total Oceanía,35,317,9.1
2022,10,Huesca,África,Total África,400,3711,9.3
2022,10,Islas Baleares/Illes Balears,América,Total América,33365,196301,5.9
2022,10,Islas Baleares/Illes Balears,Asia,Total Asia,12874,62495,4.9
2022,10,Islas Baleares/Illes Balears,Europa,Total Europa,1276997,8206389,6.4
2022,10,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,1148,7768,6.8
2022,10,Islas Baleares/Illes Balears,África,Total África,5643,35796,6.3
2022,10,Jaén,América,Total América,749,6500,8.7
2022,10,Jaén,Asia,Total Asia,164,1345,8.2
2022,10,Jaén,Europa,Total Europa,13120,107649,8.2
2022,10,Jaén,África,Total África,800,7435,9.3
2022,10,La Rioja,América,Total América,1400,12254,8.8
2022,10,La Rioja,Asia,Total Asia,168,1376,8.2
2022,10,La Rioja,Europa,Total Europa,11129,84021,7.5
2022,10,La Rioja,África,Total África,631,7105,11.3
2022,10,Las Palmas,América,Total América,5951,42467,7.1
2022,10,Las Palmas,Asia,Total Asia,4699,25178,5.4
2022,10,Las Palmas,Europa,Total Europa,675039,5293142,7.8
2022,10,Las Palmas,Oceanía,Total Oceanía,207,1524,7.4
2022,10,Las Palmas,África,Total África,5941,46048,7.8
2022,10,León,América,Total América,1670,19823,11.9
2022,10,León,Asia,Total Asia,252,2560,10.2
2022,10,León,Europa,Total Europa,13774,128552,9.3
2022,10,León,Oceanía,Total Oceanía,38,430,11.3
2022,10,León,África,Total África,240,2293,9.6
2022,10,Lleida,América,Total América,1447,11130,7.7
2022,10,Lleida,Asia,Total Asia,422,3160,7.5
2022,10,Lleida,Europa,Total Europa,36658,252069,6.9
2022,10,Lleida,África,Total África,1391,14280,10.3
2022,10,Lugo,América,Total América,2111,19234,9.1
2022,10,Lugo,Asia,Total Asia,369,2513,6.8
2022,10,Lugo,Europa,Total Europa,10830,94765,8.8
2022,10,Lugo,Oceanía,Total Oceanía,49,529,10.8
2022,10,Lugo,África,Total África,184,2082,11.3
2022,10,Madrid,América,Total América,188158,1168900,6.2
2022,10,Madrid,Asia,Total Asia,27381,162257,5.9
2022,10,Madrid,Europa,Total Europa,424041,2735348,6.5
2022,10,Madrid,Oceanía,Total Oceanía,1874,13981,7.5
2022,10,Madrid,África,Total África,14559,101327,7.0
2022,10,Melilla,América,Total América,78,505,6.5
2022,10,Melilla,Asia,Total Asia,101,1043,10.3
2022,10,Melilla,Europa,Total Europa,1755,12281,7.0
2022,10,Melilla,África,Total África,8600,72817,8.5
2022,10,Murcia,América,Total América,3521,26486,7.5
2022,10,Murcia,Asia,Total Asia,1689,10947,6.5
2022,10,Murcia,Europa,Total Europa,81474,722785,8.9
2022,10,Murcia,Oceanía,Total Oceanía,69,574,8.3
2022,10,Murcia,África,Total África,8287,88761,10.7
2022,10,Málaga,América,Total América,22072,167298,7.6
2022,10,Málaga,Asia,Total Asia,5444,37520,6.9
2022,10,Málaga,Europa,Total Europa,489329,3666690,7.5
2022,10,Málaga,Oceanía,Total Oceanía,519,3960,7.6
2022,10,Málaga,África,Total África,10032,59601,5.9
2022,10,Navarra,América,Total América,3203,31311,9.8
2022,10,Navarra,Asia,Total Asia,549,5196,9.5
2022,10,Navarra,Europa,Total Europa,57995,349942,6.0
2022,10,Navarra,Oceanía,Total Oceanía,82,1148,14.0
2022,10,Navarra,África,Total África,1069,11129,10.4
2022,10,Ourense,América,Total América,1092,9503,8.7
2022,10,Ourense,Asia,Total Asia,128,751,5.9
2022,10,Ourense,Europa,Total Europa,19443,150366,7.7
2022,10,Ourense,África,Total África,102,937,9.2
2022,10,Palencia,América,Total América,362,3780,10.4
2022,10,Palencia,Asia,Total Asia,117,831,7.1
2022,10,Palencia,Europa,Total Europa,10106,66434,6.6
2022,10,Palencia,África,Total África,182,1545,8.5
2022,10,Pontevedra,América,Total América,6395,63911,10.0
2022,10,Pontevedra,Asia,Total Asia,1044,7087,6.8
2022,10,Pontevedra,Europa,Total Europa,49863,358915,7.2
2022,10,Pontevedra,Oceanía,Total Oceanía,86,778,9.0
2022,10,Pontevedra,África,Total África,557,4050,7.3
2022,10,Salamanca,América,Total América,2714,16315,6.0
2022,10,Salamanca,Asia,Total Asia,536,2985,5.6
2022,10,Salamanca,Europa,Total Europa,33855,232128,6.9
2022,10,Salamanca,Oceanía,Total Oceanía,67,441,6.6
2022,10,Salamanca,África,Total África,249,1704,6.8
2022,10,Santa Cruz de Tenerife,América,Total América,5776,41697,7.2
2022,10,Santa Cruz de Tenerife,Asia,Total Asia,2414,14791,6.1
2022,10,Santa Cruz de Tenerife,Europa,Total Europa,435526,3388077,7.8
2022,10,Santa Cruz de Tenerife,Oceanía,Total Oceanía,176,1254,7.1
2022,10,Santa Cruz de Tenerife,África,Total África,1749,13656,7.8
2022,10,Segovia,América,Total América,1238,8348,6.7
2022,10,Segovia,Asia,Total Asia,166,946,5.7
2022,10,Segovia,Europa,Total Europa,8842,71787,8.1
2022,10,Segovia,África,Total África,345,3326,9.6
2022,10,Sevilla,América,Total América,17685,133489,7.5
2022,10,Sevilla,Asia,Total Asia,2450,15938,6.5
2022,10,Sevilla,Europa,Total Europa,102252,669246,6.5
2022,10,Sevilla,Oceanía,Total Oceanía,380,3031,8.0
2022,10,Sevilla,África,Total África,2607,16881,6.5
2022,10,Soria,América,Total América,349,3003,8.6
2022,10,Soria,Asia,Total Asia,102,775,7.6
2022,10,Soria,Europa,Total Europa,7346,47959,6.5
2022,10,Soria,África,Total África,153,1476,9.6
2022,10,Tarragona,América,Total América,3307,24729,7.5
2022,10,Tarragona,Asia,Total Asia,1559,10899,7.0
2022,10,Tarragona,Europa,Total Europa,141068,993835,7.0
2022,10,Tarragona,Oceanía,Total Oceanía,90,894,9.9
2022,10,Tarragona,África,Total África,2567,25023,9.7
2022,10,Teruel,América,Total América,308,2667,8.7
2022,10,Teruel,Asia,Total Asia,118,1087,9.2
2022,10,Teruel,Europa,Total Europa,7569,56032,7.4
2022,10,Teruel,África,Total África,294,3444,11.7
2022,10,Toledo,América,Total América,2820,19173,6.8
2022,10,Toledo,Asia,Total Asia,465,3025,6.5
2022,10,Toledo,Europa,Total Europa,20475,159452,7.8
2022,10,Toledo,África,Total África,1394,13455,9.7
2022,10,Valencia/València,América,Total América,16543,135033,8.2
2022,10,Valencia/València,Asia,Total Asia,5238,30484,5.8
2022,10,Valencia/València,Europa,Total Europa,173170,1203599,7.0
2022,10,Valencia/València,Oceanía,Total Oceanía,238,1962,8.2
2022,10,Valencia/València,África,Total África,4444,36568,8.2
2022,10,Valladolid,América,Total América,1310,10568,8.1
2022,10,Valladolid,Asia,Total Asia,178,1272,7.1
2022,10,Valladolid,Europa,Total Europa,19221,145740,7.6
2022,10,Valladolid,África,Total África,357,2749,7.7
2022,10,Zamora,América,Total América,461,3752,8.1
2022,10,Zamora,Asia,Total Asia,86,636,7.4
2022,10,Zamora,Europa,Total Europa,15601,106910,6.9
2022,10,Zamora,África,Total África,103,815,7.9
2022,10,Zaragoza,América,Total América,2978,24043,8.1
2022,10,Zaragoza,Asia,Total Asia,658,5260,8.0
2022,10,Zaragoza,Europa,Total Europa,38954,291524,7.5
2022,10,Zaragoza,Oceanía,Total Oceanía,38,348,9.2
2022,10,Zaragoza,África,Total África,1316,13320,10.1
2022,10,Ávila,América,Total América,769,4861,6.3
2022,10,Ávila,Asia,Total Asia,122,898,7.4
2022,10,Ávila,Europa,Total Europa,5793,50572,8.7
2022,10,Ávila,África,Total África,196,1813,9.3
2022,11,A Coruña,América,Total América,5153,45825,8.9
2022,11,A Coruña,Asia,Total Asia,1170,7662,6.5
2022,11,A Coruña,Europa,Total Europa,30898,267217,8.6
2022,11,A Coruña,Oceanía,Total Oceanía,50,567,11.3
2022,11,A Coruña,África,Total África,343,3207,9.3
2022,11,Albacete,América,Total América,475,4326,9.1
2022,11,Albacete,Asia,Total Asia,106,746,7.0
2022,11,Albacete,Europa,Total Europa,9877,85659,8.7
2022,11,Albacete,África,Total África,319,2903,9.1
2022,11,Alicante/Alacant,América,Total América,8425,73468,8.7
2022,11,Alicante/Alacant,Asia,Total Asia,2312,16289,7.0
2022,11,Alicante/Alacant,Europa,Total Europa,312163,2762416,8.8
2022,11,Alicante/Alacant,Oceanía,Total Oceanía,141,1097,7.8
2022,11,Alicante/Alacant,África,Total África,6152,43941,7.1
2022,11,Almería,América,Total América,2119,15554,7.3
2022,11,Almería,Asia,Total Asia,987,4185,4.2
2022,11,Almería,Europa,Total Europa,38002,375853,9.9
2022,11,Almería,Oceanía,Total Oceanía,36,375,10.4
2022,11,Almería,África,Total África,4082,33174,8.1
2022,11,Álava/Araba,América,Total América,849,7196,8.5
2022,11,Álava/Araba,Asia,Total Asia,197,1029,5.2
2022,11,Álava/Araba,Europa,Total Europa,23351,166426,7.1
2022,11,Álava/Araba,África,Total África,584,4610,7.9
2022,11,Asturias,América,Total América,2332,21058,9.0
2022,11,Asturias,Asia,Total Asia,523,2758,5.3
2022,11,Asturias,Europa,Total Europa,24031,206254,8.6
2022,11,Asturias,África,Total África,262,2124,8.1
2022,11,Badajoz,América,Total América,1016,8677,8.5
2022,11,Badajoz,Asia,Total Asia,219,1604,7.3
2022,11,Badajoz,Europa,Total Europa,24910,223871,9.0
2022,11,Badajoz,Oceanía,Total Oceanía,36,356,9.9
2022,11,Badajoz,África,Total África,347,1808,5.2
2022,11,Barcelona,América,Total América,112727,607938,5.4
2022,11,Barcelona,Asia,Total Asia,39670,217342,5.5
2022,11,Barcelona,Europa,Total Europa,579955,3152555,5.4
2022,11,Barcelona,Oceanía,Total Oceanía,1654,9600,5.8
2022,11,Barcelona,África,Total África,13274,81400,6.1
2022,11,Bizkaia,América,Total América,3769,27516,7.3
2022,11,Bizkaia,Asia,Total Asia,1161,6657,5.7
2022,11,Bizkaia,Europa,Total Europa,36621,236706,6.5
2022,11,Bizkaia,Oceanía,Total Oceanía,41,264,6.4
2022,11,Bizkaia,África,Total África,711,5875,8.3
2022,11,Burgos,América,Total América,942,7863,8.3
2022,11,Burgos,Asia,Total Asia,266,1740,6.5
2022,11,Burgos,Europa,Total Europa,26590,176274,6.6
2022,11,Burgos,África,Total África,335,2290,6.8
2022,11,Cantabria,América,Total América,1566,14651,9.4
2022,11,Cantabria,Asia,Total Asia,793,6346,8.0
2022,11,Cantabria,Europa,Total Europa,20098,152828,7.6
2022,11,Cantabria,África,Total África,190,1658,8.7
2022,11,Castellón/Castelló,América,Total América,1753,13753,7.8
2022,11,Castellón/Castelló,Asia,Total Asia,578,3559,6.2
2022,11,Castellón/Castelló,Europa,Total Europa,35800,290302,8.1
2022,11,Castellón/Castelló,África,Total África,1185,8559,7.2
2022,11,Ceuta,América,Total América,858,2922,3.4
2022,11,Ceuta,Asia,Total Asia,1057,3951,3.7
2022,11,Ceuta,Europa,Total Europa,3782,22563,6.0
2022,11,Ceuta,África,Total África,5054,29888,5.9
2022,11,Ciudad Real,América,Total América,612,4573,7.5
2022,11,Ciudad Real,Asia,Total Asia,182,1194,6.6
2022,11,Ciudad Real,Europa,Total Europa,11650,94480,8.1
2022,11,Ciudad Real,África,Total África,334,2279,6.8
2022,11,Cuenca,América,Total América,580,4871,8.4
2022,11,Cuenca,Asia,Total Asia,138,787,5.7
2022,11,Cuenca,Europa,Total Europa,8302,67943,8.2
2022,11,Cuenca,África,Total África,265,2130,8.0
2022,11,Cáceres,América,Total América,640,4789,7.5
2022,11,Cáceres,Asia,Total Asia,198,1360,6.9
2022,11,Cáceres,Europa,Total Europa,16705,119681,7.2
2022,11,Cáceres,África,Total África,345,2906,8.4
2022,11,Cádiz,América,Total América,13815,76876,5.6
2022,11,Cádiz,Asia,Total Asia,6850,34361,5.0
2022,11,Cádiz,Europa,Total Europa,84508,680499,8.1
2022,11,Cádiz,Oceanía,Total Oceanía,115,712,6.2
2022,11,Cádiz,África,Total África,10730,58292,5.4
2022,11,Córdoba,América,Total América,1651,12058,7.3
2022,11,Córdoba,Asia,Total Asia,336,2215,6.6
2022,11,Córdoba,Europa,Total Europa,17467,145568,8.3
2022,11,Córdoba,África,Total África,374,2723,7.3
2022,11,Guipúzcoa/Gipuzkoa,América,Total América,4258,29559,6.9
2022,11,Guipúzcoa/Gipuzkoa,Asia,Total Asia,840,4950,5.9
2022,11,Guipúzcoa/Gipuzkoa,Europa,Total Europa,90276,557838,6.2
2022,11,Guipúzcoa/Gipuzkoa,Oceanía,Total Oceanía,95,647,6.8
2022,11,Guipúzcoa/Gipuzkoa,África,Total África,911,6280,6.9
2022,11,Gerona/Girona,América,Total América,5768,37293,6.5
2022,11,Gerona/Girona,Asia,Total Asia,2266,14775,6.5
2022,11,Gerona/Girona,Europa,Total Europa,191909,1111926,5.8
2022,11,Gerona/Girona,Oceanía,Total Oceanía,118,789,6.7
2022,11,Gerona/Girona,África,Total África,2497,18502,7.4
2022,11,Granada,América,Total América,6076,38219,6.3
2022,11,Granada,Asia,Total Asia,3295,12164,3.7
2022,11,Granada,Europa,Total Europa,48423,391926,8.1
2022,11,Granada,Oceanía,Total Oceanía,83,535,6.4
2022,11,Granada,África,Total África,3092,13519,4.4
2022,11,Guadalajara,América,Total América,978,6659,6.8
2022,11,Guadalajara,Asia,Total Asia,228,1267,5.6
2022,11,Guadalajara,Europa,Total Europa,12829,91896,7.2
2022,11,Guadalajara,África,Total África,315,2642,8.4
2022,11,Huelva,América,Total América,885,7358,8.3
2022,11,Huelva,Asia,Total Asia,643,3852,6.0
2022,11,Huelva,Europa,Total Europa,22799,195055,8.6
2022,11,Huelva,África,Total África,1062,9298,8.8
2022,11,Huesca,América,Total América,617,5758,9.3
2022,11,Huesca,Asia,Total Asia,163,1409,8.6
2022,11,Huesca,Europa,Total Europa,19893,114846,5.8
2022,11,Huesca,África,Total África,307,2561,8.3
2022,11,Islas Baleares/Illes Balears,América,Total América,10263,68651,6.7
2022,11,Islas Baleares/Illes Balears,Asia,Total Asia,4924,25106,5.1
2022,11,Islas Baleares/Illes Balears,Europa,Total Europa,214435,1598915,7.5
2022,11,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,313,2109,6.7
2022,11,Islas Baleares/Illes Balears,África,Total África,3266,16879,5.2
2022,11,Jaén,América,Total América,660,5675,8.6
2022,11,Jaén,Asia,Total Asia,149,1113,7.5
2022,11,Jaén,Europa,Total Europa,10968,100232,9.1
2022,11,Jaén,África,Total África,590,4536,7.7
2022,11,La Rioja,América,Total América,805,7243,9.0
2022,11,La Rioja,Asia,Total Asia,130,917,7.1
2022,11,La Rioja,Europa,Total Europa,9105,69821,7.7
2022,11,La Rioja,África,Total África,375,3357,9.0
2022,11,Las Palmas,América,Total América,6374,43195,6.8
2022,11,Las Palmas,Asia,Total Asia,5465,25943,4.7
2022,11,Las Palmas,Europa,Total Europa,645441,4828243,7.5
2022,11,Las Palmas,Oceanía,Total Oceanía,171,1429,8.4
2022,11,Las Palmas,África,Total África,3647,25019,6.9
2022,11,León,América,Total América,816,8787,10.8
2022,11,León,Asia,Total Asia,191,1913,10.0
2022,11,León,Europa,Total Europa,11071,102267,9.2
2022,11,León,África,Total África,170,1600,9.4
2022,11,Lleida,América,Total América,1185,8606,7.3
2022,11,Lleida,Asia,Total Asia,222,1523,6.9
2022,11,Lleida,Europa,Total Europa,32272,235602,7.3
2022,11,Lleida,África,Total África,947,9399,9.9
2022,11,Lugo,América,Total América,727,7426,10.2
2022,11,Lugo,Asia,Total Asia,238,1742,7.3
2022,11,Lugo,Europa,Total Europa,7393,72093,9.8
2022,11,Lugo,África,Total África,137,1209,8.8
2022,11,Madrid,América,Total América,153643,814294,5.3
2022,11,Madrid,Asia,Total Asia,23036,126571,5.5
2022,11,Madrid,Europa,Total Europa,364496,2240753,6.1
2022,11,Madrid,Oceanía,Total Oceanía,941,6348,6.7
2022,11,Madrid,África,Total África,10037,59653,5.9
2022,11,Melilla,América,Total América,128,921,7.2
2022,11,Melilla,Asia,Total Asia,120,815,6.8
2022,11,Melilla,Europa,Total Europa,1655,11670,7.1
2022,11,Melilla,África,Total África,6474,31178,4.8
2022,11,Murcia,América,Total América,3370,25147,7.5
2022,11,Murcia,Asia,Total Asia,1588,9754,6.1
2022,11,Murcia,Europa,Total Europa,57807,540941,9.4
2022,11,Murcia,Oceanía,Total Oceanía,46,312,6.8
2022,11,Murcia,África,Total África,5242,46504,8.9
2022,11,Málaga,América,Total América,16872,122485,7.3
2022,11,Málaga,Asia,Total Asia,5053,36149,7.2
2022,11,Málaga,Europa,Total Europa,295947,2439165,8.2
2022,11,Málaga,Oceanía,Total Oceanía,285,2475,8.7
2022,11,Málaga,África,Total África,8910,43103,4.8
2022,11,Navarra,América,Total América,1818,17235,9.5
2022,11,Navarra,Asia,Total Asia,313,2456,7.8
2022,11,Navarra,Europa,Total Europa,46754,300575,6.4
2022,11,Navarra,África,Total África,776,7222,9.3
2022,11,Ourense,América,Total América,878,8023,9.1
2022,11,Ourense,Asia,Total Asia,85,663,7.8
2022,11,Ourense,Europa,Total Europa,16322,129736,7.9
2022,11,Ourense,África,Total África,95,919,9.7
2022,11,Palencia,América,Total América,293,2844,9.7
2022,11,Palencia,Asia,Total Asia,78,631,8.1
2022,11,Palencia,Europa,Total Europa,7918,54466,6.9
2022,11,Palencia,África,Total África,125,1023,8.2
2022,11,Pontevedra,América,Total América,4469,49961,11.2
2022,11,Pontevedra,Asia,Total Asia,871,4800,5.5
2022,11,Pontevedra,Europa,Total Europa,36474,295033,8.1
2022,11,Pontevedra,África,Total África,314,2627,8.4
2022,11,Salamanca,América,Total América,1870,12520,6.7
2022,11,Salamanca,Asia,Total Asia,507,4122,8.1
2022,11,Salamanca,Europa,Total Europa,25449,195016,7.7
2022,11,Salamanca,Oceanía,Total Oceanía,38,228,6.0
2022,11,Salamanca,África,Total África,230,1570,6.8
2022,11,Santa Cruz de Tenerife,América,Total América,6310,42354,6.7
2022,11,Santa Cruz de Tenerife,Asia,Total Asia,3119,18750,6.0
2022,11,Santa Cruz de Tenerife,Europa,Total Europa,443186,3328972,7.5
2022,11,Santa Cruz de Tenerife,Oceanía,Total Oceanía,171,968,5.7
2022,11,Santa Cruz de Tenerife,África,Total África,1151,8350,7.3
2022,11,Segovia,América,Total América,780,4872,6.2
2022,11,Segovia,Asia,Total Asia,281,1528,5.4
2022,11,Segovia,Europa,Total Europa,6734,55171,8.2
2022,11,Segovia,África,Total África,172,1434,8.3
2022,11,Sevilla,América,Total América,13889,96056,6.9
2022,11,Sevilla,Asia,Total Asia,2316,13324,5.8
2022,11,Sevilla,Europa,Total Europa,86139,550672,6.4
2022,11,Sevilla,Oceanía,Total Oceanía,205,1591,7.8
2022,11,Sevilla,África,Total África,2522,12417,4.9
2022,11,Soria,América,Total América,311,2342,7.5
2022,11,Soria,Asia,Total Asia,98,637,6.5
2022,11,Soria,Europa,Total Europa,6677,47880,7.2
2022,11,Soria,África,Total África,94,835,8.9
2022,11,Tarragona,América,Total América,2468,21266,8.6
2022,11,Tarragona,Asia,Total Asia,1168,8904,7.6
2022,11,Tarragona,Europa,Total Europa,64827,452603,7.0
2022,11,Tarragona,Oceanía,Total Oceanía,34,279,8.2
2022,11,Tarragona,África,Total África,1700,14543,8.6
2022,11,Teruel,América,Total América,304,2686,8.8
2022,11,Teruel,Asia,Total Asia,108,917,8.5
2022,11,Teruel,Europa,Total Europa,6809,50422,7.4
2022,11,Teruel,África,Total África,183,1623,8.9
2022,11,Toledo,América,Total América,2430,16951,7.0
2022,11,Toledo,Asia,Total Asia,482,3519,7.3
2022,11,Toledo,Europa,Total Europa,18358,150713,8.2
2022,11,Toledo,África,Total África,859,7023,8.2
2022,11,Valencia/València,América,Total América,14156,105621,7.5
2022,11,Valencia/València,Asia,Total Asia,5013,32995,6.6
2022,11,Valencia/València,Europa,Total Europa,147036,1054955,7.2
2022,11,Valencia/València,Oceanía,Total Oceanía,169,1186,7.0
2022,11,Valencia/València,África,Total África,3342,25383,7.6
2022,11,Valladolid,América,Total América,884,7132,8.1
2022,11,Valladolid,Asia,Total Asia,166,1419,8.5
2022,11,Valladolid,Europa,Total Europa,16465,131786,8.0
2022,11,Valladolid,África,Total África,333,1975,5.9
2022,11,Zamora,América,Total América,337,2534,7.5
2022,11,Zamora,Asia,Total Asia,77,601,7.8
2022,11,Zamora,Europa,Total Europa,12367,96284,7.8
2022,11,Zamora,África,Total África,89,963,10.8
2022,11,Zaragoza,América,Total América,2545,20677,8.1
2022,11,Zaragoza,Asia,Total Asia,593,3991,6.7
2022,11,Zaragoza,Europa,Total Europa,35197,256008,7.3
2022,11,Zaragoza,África,Total África,926,7154,7.7
2022,11,Ávila,América,Total América,538,3891,7.2
2022,11,Ávila,Asia,Total Asia,115,859,7.5
2022,11,Ávila,Europa,Total Europa,4675,39566,8.5
2022,11,Ávila,África,Total África,145,1620,11.2
2022,12,A Coruña,América,Total América,4040,40092,9.9
2022,12,A Coruña,Asia,Total Asia,1045,6331,6.1
2022,12,A Coruña,Europa,Total Europa,26686,241159,9.0
2022,12,A Coruña,Oceanía,Total Oceanía,34,319,9.4
2022,12,A Coruña,África,Total África,327,3210,9.8
2022,12,Albacete,América,Total América,581,5427,9.3
2022,12,Albacete,Asia,Total Asia,126,1028,8.2
2022,12,Albacete,Europa,Total Europa,10656,107348,10.1
2022,12,Albacete,África,Total África,357,3652,10.2
2022,12,Alicante/Alacant,América,Total América,6846,64066,9.4
2022,12,Alicante/Alacant,Asia,Total Asia,1983,16852,8.5
2022,12,Alicante/Alacant,Europa,Total Europa,213419,1978712,9.3
2022,12,Alicante/Alacant,Oceanía,Total Oceanía,112,1004,9.0
2022,12,Alicante/Alacant,África,Total África,5532,46762,8.5
2022,12,Almería,América,Total América,1348,11071,8.2
2022,12,Almería,Asia,Total Asia,953,4325,4.5
2022,12,Almería,Europa,Total Europa,32852,356837,10.9
2022,12,Almería,África,Total África,4635,40616,8.8
2022,12,Álava/Araba,América,Total América,853,6962,8.2
2022,12,Álava/Araba,Asia,Total Asia,184,1494,8.1
2022,12,Álava/Araba,Europa,Total Europa,24986,179389,7.2
2022,12,Álava/Araba,África,Total África,626,5141,8.2
2022,12,Asturias,América,Total América,2371,20080,8.5
2022,12,Asturias,Asia,Total Asia,588,3618,6.2
2022,12,Asturias,Europa,Total Europa,20466,195230,9.5
2022,12,Asturias,Oceanía,Total Oceanía,30,200,6.7
2022,12,Asturias,África,Total África,265,2494,9.4
2022,12,Badajoz,América,Total América,1060,9553,9.0
2022,12,Badajoz,Asia,Total Asia,253,2409,9.5
2022,12,Badajoz,Europa,Total Europa,29140,286291,9.8
2022,12,Badajoz,África,Total África,390,2560,6.6
2022,12,Barcelona,América,Total América,77403,466604,6.0
2022,12,Barcelona,Asia,Total Asia,36059,206430,5.7
2022,12,Barcelona,Europa,Total Europa,413828,2680918,6.5
2022,12,Barcelona,Oceanía,Total Oceanía,1295,6725,5.2
2022,12,Barcelona,África,Total África,14050,94948,6.8
2022,12,Bizkaia,América,Total América,3132,25029,8.0
2022,12,Bizkaia,Asia,Total Asia,1083,6323,5.8
2022,12,Bizkaia,Europa,Total Europa,28570,215045,7.5
2022,12,Bizkaia,Oceanía,Total Oceanía,32,279,8.7
2022,12,Bizkaia,África,Total África,822,8020,9.8
2022,12,Burgos,América,Total América,956,7398,7.7
2022,12,Burgos,Asia,Total Asia,230,1885,8.2
2022,12,Burgos,Europa,Total Europa,31609,182698,5.8
2022,12,Burgos,África,Total África,380,2705,7.1
2022,12,Cantabria,América,Total América,1397,12385,8.9
2022,12,Cantabria,Asia,Total Asia,560,3614,6.5
2022,12,Cantabria,Europa,Total Europa,15585,130566,8.4
2022,12,Cantabria,África,Total África,214,1894,8.9
2022,12,Castellón/Castelló,América,Total América,1370,12200,8.9
2022,12,Castellón/Castelló,Asia,Total Asia,546,3738,6.8
2022,12,Castellón/Castelló,Europa,Total Europa,29820,267904,9.0
2022,12,Castellón/Castelló,África,Total África,1305,11655,8.9
2022,12,Ceuta,América,Total América,702,2418,3.4
2022,12,Ceuta,Asia,Total Asia,1140,4137,3.6
2022,12,Ceuta,Europa,Total Europa,2670,15175,5.7
2022,12,Ceuta,África,Total África,6043,43889,7.3
2022,12,Ciudad Real,América,Total América,574,5419,9.4
2022,12,Ciudad Real,Asia,Total Asia,179,1629,9.1
2022,12,Ciudad Real,Europa,Total Europa,12818,115263,9.0
2022,12,Ciudad Real,África,Total África,393,3541,9.0
2022,12,Cuenca,América,Total América,568,4801,8.5
2022,12,Cuenca,Asia,Total Asia,178,1237,6.9
2022,12,Cuenca,Europa,Total Europa,7844,71262,9.1
2022,12,Cuenca,África,Total África,276,2850,10.3
2022,12,Cáceres,América,Total América,648,5595,8.6
2022,12,Cáceres,Asia,Total Asia,210,1586,7.6
2022,12,Cáceres,Europa,Total Europa,15776,130963,8.3
2022,12,Cáceres,África,Total África,359,3177,8.8
2022,12,Cádiz,América,Total América,10896,68529,6.3
2022,12,Cádiz,Asia,Total Asia,6683,40621,6.1
2022,12,Cádiz,Europa,Total Europa,65934,581735,8.8
2022,12,Cádiz,Oceanía,Total Oceanía,54,350,6.5
2022,12,Cádiz,África,Total África,11352,66914,5.9
2022,12,Córdoba,América,Total América,1431,11837,8.3
2022,12,Córdoba,Asia,Total Asia,380,2512,6.6
2022,12,Córdoba,Europa,Total Europa,15694,155466,9.9
2022,12,Córdoba,África,Total África,444,3801,8.6
2022,12,Guipúzcoa/Gipuzkoa,América,Total América,2956,23219,7.9
2022,12,Guipúzcoa/Gipuzkoa,Asia,Total Asia,646,3844,6.0
2022,12,Guipúzcoa/Gipuzkoa,Europa,Total Europa,83309,653352,7.8
2022,12,Guipúzcoa/Gipuzkoa,Oceanía,Total Oceanía,76,504,6.6
2022,12,Guipúzcoa/Gipuzkoa,África,Total África,1043,8171,7.8
2022,12,Gerona/Girona,América,Total América,3792,28610,7.5
2022,12,Gerona/Girona,Asia,Total Asia,1423,10756,7.6
2022,12,Gerona/Girona,Europa,Total Europa,133937,919585,6.9
2022,12,Gerona/Girona,Oceanía,Total Oceanía,53,329,6.2
2022,12,Gerona/Girona,África,Total África,2921,22459,7.7
2022,12,Granada,América,Total América,4557,33881,7.4
2022,12,Granada,Asia,Total Asia,3508,12954,3.7
2022,12,Granada,Europa,Total Europa,41517,372897,9.0
2022,12,Granada,Oceanía,Total Oceanía,80,592,7.4
2022,12,Granada,África,Total África,3482,18554,5.3
2022,12,Guadalajara,América,Total América,911,7254,8.0
2022,12,Guadalajara,Asia,Total Asia,230,1620,7.0
2022,12,Guadalajara,Europa,Total Europa,13150,103414,7.9
2022,12,Guadalajara,África,Total África,390,3528,9.0
2022,12,Huelva,América,Total América,744,6816,9.2
2022,12,Huelva,Asia,Total Asia,674,4701,7.0
2022,12,Huelva,Europa,Total Europa,21425,193128,9.0
2022,12,Huelva,África,Total África,1155,11726,10.2
2022,12,Huesca,América,Total América,619,6359,10.3
2022,12,Huesca,Asia,Total Asia,224,2192,9.8
2022,12,Huesca,Europa,Total Europa,15971,107466,6.7
2022,12,Huesca,África,Total África,349,3375,9.7
2022,12,Islas Baleares/Illes Balears,América,Total América,6503,47461,7.3
2022,12,Islas Baleares/Illes Balears,Asia,Total Asia,4227,19366,4.6
2022,12,Islas Baleares/Illes Balears,Europa,Total Europa,127774,979022,7.7
2022,12,Islas Baleares/Illes Balears,Oceanía,Total Oceanía,128,885,6.9
