FECHA,PROVINCIA_DESTINO,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2021/07,Navarra,61288,423115,7.0
2021/07,Ourense,29649,222360,7.0
2021/07,Palencia,12993,75101,6.0
2021/07,Pontevedra,66174,538191,8.0
2021/07,Salamanca,33387,239180,7.0
2021/07,Santa Cruz de Tenerife,126852,1134734,9.0
2021/07,Segovia,7693,65524,9.0
2021/07,Sevilla,52634,470535,9.0
2021/07,Soria,8371,57980,7.0
2021/07,Tarragona,121487,958360,8.0
2021/07,Teruel,8090,59148,7.0
2021/07,Toledo,18284,166335,9.0
2021/07,Valencia/València,134661,1176127,9.0
2021/07,Valladolid,20837,162711,8.0
2021/07,Zamora,20098,123303,6.0
2021/07,Zaragoza,39763,351103,9.0
2021/07,Álava/Araba,37825,270500,7.0
2021/07,Ávila,6886,57682,8.0
2021/08,A Coruña,58601,598559,10.0
2021/08,Albacete,13362,139472,10.0
2021/08,Alicante/Alacant,471449,4859273,10.0
2021/08,Almería,63028,654715,10.0
2021/08,Asturias,49328,486677,10.0
2021/08,Badajoz,43734,394979,9.0
2021/08,Barcelona,572920,4160556,7.0
2021/08,Bizkaia,43909,339521,8.0
2021/08,Burgos,65226,319012,5.0
2021/08,Cantabria,47040,450557,10.0
2021/08,Castellón/Castelló,74086,753515,10.0
2021/08,Ceuta,9720,59836,6.0
2021/08,Ciudad Real,13086,130293,10.0
2021/08,Cuenca,12109,116201,10.0
2021/08,Cáceres,28900,238084,8.0
2021/08,Cádiz,127091,1049141,8.0
2021/08,Córdoba,16819,176588,10.0
2021/08,Gerona/Girona,546836,4054826,7.0
2021/08,Granada,60155,569726,9.0
2021/08,Guadalajara,17520,154109,9.0
2021/08,Guipúzcoa/Gipuzkoa,163868,819072,5.0
2021/08,Huelva,55320,393425,7.0
2021/08,Huesca,56801,352253,6.0
2021/08,Islas Baleares/Illes Balears,1079241,8348358,8.0
2021/08,Jaén,13901,135769,10.0
2021/08,La Rioja,12588,112900,9.0
2021/08,Las Palmas,278815,2385432,9.0
2021/08,León,29706,246865,8.0
2021/08,Lleida,52943,403763,8.0
2021/08,Lugo,14543,145100,10.0
2021/08,Madrid,275636,2553541,9.0
2021/08,Melilla,11655,73533,6.0
2021/08,Murcia,87896,921230,10.0
2021/08,Málaga,415113,3932486,9.0
2021/08,Navarra,78148,517502,7.0
2021/08,Ourense,62944,447199,7.0
2021/08,Palencia,22150,112150,5.0
2021/08,Pontevedra,112368,940212,8.0
2021/08,Salamanca,56649,388960,7.0
2021/08,Santa Cruz de Tenerife,197464,1746182,9.0
2021/08,Segovia,10015,92259,9.0
2021/08,Sevilla,61328,528889,9.0
2021/08,Soria,10206,81239,8.0
2021/08,Tarragona,195104,1752980,9.0
2021/08,Teruel,9524,82879,9.0
2021/08,Toledo,22187,215643,10.0
2021/08,Valencia/València,175007,1653656,9.0
2021/08,Valladolid,28388,201186,7.0
2021/08,Zamora,38691,225051,6.0
2021/08,Zaragoza,41858,376014,9.0
2021/08,Álava/Araba,47628,299119,6.0
2021/08,Ávila,10579,109105,10.0
2021/09,A Coruña,45530,423313,9.0
2021/09,Albacete,11311,106535,9.0
2021/09,Alicante/Alacant,343421,3091577,9.0
2021/09,Almería,53529,507505,9.0
2021/09,Asturias,35594,335278,9.0
2021/09,Badajoz,37849,323962,9.0
2021/09,Barcelona,510980,3347501,7.0
2021/09,Bizkaia,37110,259825,7.0
2021/09,Burgos,35791,229074,6.0
2021/09,Cantabria,31949,283138,9.0
2021/09,Castellón/Castelló,44860,396750,9.0
2021/09,Ceuta,7741,47318,6.0
2021/09,Ciudad Real,11738,104364,9.0
2021/09,Cuenca,10239,95467,9.0
2021/09,Cáceres,21383,173837,8.0
2021/09,Cádiz,116033,934693,8.0
2021/09,Córdoba,16954,150620,9.0
2021/09,Gerona/Girona,316356,2130672,7.0
2021/09,Granada,55008,452594,8.0
2021/09,Guadalajara,15906,127136,8.0
2021/09,Guipúzcoa/Gipuzkoa,99098,541921,5.0
2021/09,Huelva,44015,320104,7.0
2021/09,Huesca,32687,203133,6.0
2021/09,Islas Baleares/Illes Balears,910352,6135854,7.0
2021/09,Jaén,11561,114556,10.0
2021/09,La Rioja,10956,90250,8.0
2021/09,Las Palmas,292775,2391566,8.0
2021/09,León,16815,164740,10.0
2021/09,Lleida,43356,326118,8.0
2021/09,Lugo,11385,108980,10.0
2021/09,Madrid,317571,2348325,7.0
2021/09,Melilla,8181,55439,7.0
2021/09,Murcia,71033,655966,9.0
2021/09,Málaga,350167,2876411,8.0
2021/09,Navarra,62510,396192,6.0
2021/09,Ourense,29354,245041,8.0
2021/09,Palencia,9739,70172,7.0
2021/09,Pontevedra,72964,601380,8.0
2021/09,Salamanca,32964,227215,7.0
2021/09,Santa Cruz de Tenerife,213233,1744817,8.0
2021/09,Segovia,8679,72830,8.0
2021/09,Sevilla,67636,500166,7.0
2021/09,Soria,8857,62854,7.0
2021/09,Tarragona,106862,881756,8.0
2021/09,Teruel,8782,69777,8.0
2021/09,Toledo,20691,176975,9.0
2021/09,Valencia/València,148513,1200132,8.0
2021/09,Valladolid,20396,148856,7.0
2021/09,Zamora,18782,132889,7.0
2021/09,Zaragoza,40716,311651,8.0
2021/09,Álava/Araba,26468,188572,7.0
2021/09,Ávila,6908,66842,10.0
2021/10,A Coruña,42971,378719,9.0
2021/10,Albacete,12662,115216,9.0
2021/10,Alicante/Alacant,394160,3485216,9.0
2021/10,Almería,52548,501360,10.0
2021/10,Asturias,30113,275598,9.0
2021/10,Badajoz,38205,323241,8.0
2021/10,Barcelona,572229,3680881,6.0
2021/10,Bizkaia,39394,272618,7.0
2021/10,Burgos,35021,228585,7.0
2021/10,Cantabria,27279,220807,8.0
2021/10,Castellón/Castelló,43119,382247,9.0
2021/10,Ceuta,7191,46797,7.0
2021/10,Ciudad Real,12163,107988,9.0
2021/10,Cuenca,10238,88796,9.0
2021/10,Cáceres,22238,163689,7.0
2021/10,Cádiz,125448,957658,8.0
2021/10,Córdoba,19066,165471,9.0
2021/10,Gerona/Girona,237755,1481146,6.0
2021/10,Granada,61537,492631,8.0
2021/10,Guadalajara,16328,121107,7.0
2021/10,Guipúzcoa/Gipuzkoa,94513,541927,6.0
2021/10,Huelva,35550,257416,7.0
2021/10,Huesca,26863,164092,6.0
2021/10,Islas Baleares/Illes Balears,840171,5545553,7.0
2021/10,Jaén,12552,115366,9.0
2021/10,La Rioja,11481,95027,8.0
2021/10,Las Palmas,450186,3404286,8.0
2021/10,León,14819,134543,9.0
2021/10,Lleida,42331,322172,8.0
2021/10,Lugo,10484,97084,9.0
2021/10,Madrid,388394,2943677,8.0
2021/10,Melilla,6414,50995,8.0
2021/10,Murcia,81878,750663,9.0
2021/10,Málaga,363822,2902165,8.0
2021/10,Navarra,58727,400593,7.0
2021/10,Ourense,26650,213946,8.0
2021/10,Palencia,9358,64669,7.0
2021/10,Pontevedra,61333,490424,8.0
2021/10,Salamanca,33921,236742,7.0
2021/10,Santa Cruz de Tenerife,317538,2390567,8.0
2021/10,Segovia,9278,81931,9.0
2021/10,Sevilla,79367,586941,7.0
2021/10,Soria,8323,57476,7.0
2021/10,Tarragona,100473,784775,8.0
2021/10,Teruel,8233,63381,8.0
2021/10,Toledo,21627,182215,8.0
2021/10,Valencia/València,156373,1237826,8.0
2021/10,Valladolid,19992,158469,8.0
2021/10,Zamora,18154,125613,7.0
2021/10,Zaragoza,43444,353882,8.0
2021/10,Álava/Araba,27126,208043,8.0
2021/10,Ávila,6531,59077,9.0
2021/11,A Coruña,30632,272314,9.0
2021/11,Albacete,11752,105315,9.0
2021/11,Alicante/Alacant,247806,2255444,9.0
2021/11,Almería,42454,418331,10.0
2021/11,Asturias,23934,215730,9.0
2021/11,Badajoz,34637,285279,8.0
2021/11,Barcelona,522613,3112943,6.0
2021/11,Bizkaia,35105,236873,7.0
2021/11,Burgos,30863,198005,6.0
2021/11,Cantabria,18850,158170,8.0
2021/11,Castellón/Castelló,36178,292287,8.0
2021/11,Ceuta,7143,35148,5.0
2021/11,Ciudad Real,11337,95908,8.0
2021/11,Cuenca,8768,73604,8.0
2021/11,Cáceres,21101,154127,7.0
2021/11,Cádiz,98530,741708,8.0
2021/11,Córdoba,18309,155753,9.0
2021/11,Gerona/Girona,196947,1102542,6.0
2021/11,Granada,53933,419148,8.0
2021/11,Guadalajara,15546,113676,7.0
2021/11,Guipúzcoa/Gipuzkoa,87053,523923,6.0
2021/11,Huelva,29312,228347,8.0
2021/11,Huesca,20395,126172,6.0
2021/11,Islas Baleares/Illes Balears,200612,1492851,7.0
2021/11,Jaén,12294,106361,9.0
2021/11,La Rioja,10023,79370,8.0
2021/11,Las Palmas,514426,3814566,7.0
2021/11,León,12185,111011,9.0
2021/11,Lleida,35793,255799,7.0
2021/11,Lugo,7923,73961,9.0
2021/11,Madrid,395511,2735169,7.0
2021/11,Melilla,6627,44637,7.0
2021/11,Murcia,71975,650379,9.0
2021/11,Málaga,260744,2157610,8.0
2021/11,Navarra,54232,362837,7.0
2021/11,Ourense,24965,200173,8.0
2021/11,Palencia,7829,58216,7.0
2021/11,Pontevedra,48633,388759,8.0
2021/11,Salamanca,29136,211805,7.0
2021/11,Santa Cruz de Tenerife,348824,2609471,7.0
2021/11,Segovia,6928,57542,8.0
2021/11,Sevilla,81416,557214,7.0
2021/11,Soria,7531,50983,7.0
2021/11,Tarragona,67269,471973,7.0
2021/11,Teruel,6825,54155,8.0
2021/11,Toledo,20562,170312,8.0
2021/11,Valencia/València,139151,1031791,7.0
2021/11,Valladolid,18302,141028,8.0
2021/11,Zamora,15767,116614,7.0
2021/11,Zaragoza,41201,313914,8.0
2021/11,Álava/Araba,24948,194715,8.0
2021/11,Ávila,5263,43038,8.0
2021/12,A Coruña,27427,261149,10.0
2021/12,Albacete,11492,122534,11.0
2021/12,Alicante/Alacant,149577,1501771,10.0
2021/12,Almería,35518,374061,11.0
2021/12,Asturias,22981,219438,10.0
2021/12,Badajoz,33064,342836,10.0
2021/12,Barcelona,396646,2961359,7.0
2021/12,Bizkaia,30333,260244,9.0
2021/12,Burgos,33747,236800,7.0
2021/12,Cantabria,18630,173265,9.0
2021/12,Castellón/Castelló,31390,277635,9.0
2021/12,Ceuta,5413,31629,6.0
2021/12,Ciudad Real,12185,117550,10.0
2021/12,Cuenca,8498,86904,10.0
2021/12,Cáceres,17815,159630,9.0
2021/12,Cádiz,73848,627767,9.0
2021/12,Córdoba,15672,165910,11.0
2021/12,Gerona/Girona,137706,942229,7.0
2021/12,Granada,41901,359304,9.0
2021/12,Guadalajara,15035,120707,8.0
2021/12,Guipúzcoa/Gipuzkoa,79397,520463,7.0
2021/12,Huelva,24149,225589,9.0
2021/12,Huesca,14647,115389,8.0
2021/12,Islas Baleares/Illes Balears,91251,750949,8.0
2021/12,Jaén,12033,127212,11.0
2021/12,La Rioja,8849,83893,9.0
2021/12,Las Palmas,409213,3223262,8.0
2021/12,León,12004,114313,10.0
2021/12,Lleida,35844,279597,8.0
2021/12,Lugo,7740,78971,10.0
2021/12,Madrid,342454,2836327,8.0
2021/12,Melilla,5162,43384,8.0
2021/12,Murcia,57324,578746,10.0
2021/12,Málaga,157170,1448561,9.0
2021/12,Navarra,46874,395277,8.0
2021/12,Ourense,21854,200733,9.0
2021/12,Palencia,8970,67303,8.0
2021/12,Pontevedra,45088,411440,9.0
2021/12,Salamanca,27201,278018,10.0
2021/12,Santa Cruz de Tenerife,293192,2385713,8.0
2021/12,Segovia,6354,57744,9.0
2021/12,Sevilla,58258,505551,9.0
2021/12,Soria,6947,54616,8.0
2021/12,Tarragona,48767,394791,8.0
2021/12,Teruel,6359,53760,8.0
2021/12,Toledo,19537,184273,9.0
2021/12,Valencia/València,114822,1026392,9.0
2021/12,Valladolid,19293,176722,9.0
2021/12,Zamora,15768,135316,9.0
2021/12,Zaragoza,37701,338687,9.0
2021/12,Álava/Araba,30481,272774,9.0
2021/12,Ávila,5082,50890,10.0
2022/01,A Coruña,29402,336508,11.0
2022/01,Albacete,10966,118413,11.0
2022/01,Alicante/Alacant,186496,1836487,10.0
2022/01,Almería,39428,450430,11.0
2022/01,Asturias,24061,268315,11.0
2022/01,Badajoz,28967,291605,10.0
2022/01,Barcelona,372638,2885046,8.0
2022/01,Bizkaia,27039,243102,9.0
2022/01,Burgos,26319,187547,7.0
2022/01,Cantabria,17340,174703,10.0
2022/01,Castellón/Castelló,33491,319037,10.0
2022/01,Ceuta,5372,39900,7.0
2022/01,Ciudad Real,12065,121293,10.0
2022/01,Cuenca,7996,80264,10.0
2022/01,Cáceres,16692,145748,9.0
2022/01,Cádiz,77735,693752,9.0
2022/01,Córdoba,17181,192385,11.0
2022/01,Gerona/Girona,134826,923304,7.0
2022/01,Granada,48894,442445,9.0
2022/01,Guadalajara,13402,117110,9.0
2022/01,Guipúzcoa/Gipuzkoa,67035,427909,6.0
2022/01,Huelva,24837,227658,9.0
2022/01,Huesca,17247,120312,7.0
2022/01,Islas Baleares/Illes Balears,114874,983652,9.0
2022/01,Jaén,13112,155380,12.0
2022/01,La Rioja,9002,90727,10.0
2022/01,Las Palmas,433652,3694843,9.0
2022/01,León,12912,132812,10.0
2022/01,Lleida,39362,290103,7.0
2022/01,Lugo,7747,88096,11.0
2022/01,Madrid,313835,2759446,9.0
2022/01,Melilla,6455,56089,9.0
2022/01,Murcia,59084,642530,11.0
2022/01,Málaga,192987,1853334,10.0
2022/01,Navarra,37793,303179,8.0
2022/01,Ourense,21382,193328,9.0
2022/01,Palencia,7888,55056,7.0
2022/01,Pontevedra,40803,415388,10.0
2022/01,Salamanca,23606,181827,8.0
2022/01,Santa Cruz de Tenerife,303032,2707532,9.0
2022/01,Segovia,6459,61303,9.0
2022/01,Sevilla,58343,519676,9.0
2022/01,Soria,6138,48343,8.0
2022/01,Tarragona,47724,414346,9.0
2022/01,Teruel,5728,51808,9.0
2022/01,Toledo,19024,197634,10.0
2022/01,Valencia/València,110521,1046679,9.0
2022/01,Valladolid,17568,156427,9.0
2022/01,Zamora,13168,91915,7.0
2022/01,Zaragoza,35039,327870,9.0
2022/01,Álava/Araba,22817,168731,7.0
2022/01,Ávila,4841,49184,10.0
2022/02,A Coruña,22059,230692,10.0
2022/02,Albacete,9283,94726,10.0
2022/02,Alicante/Alacant,203246,1872086,9.0
2022/02,Almería,35752,404034,11.0
2022/02,Asturias,18686,189866,10.0
2022/02,Badajoz,26118,253455,10.0
2022/02,Barcelona,398950,2548923,6.0
2022/02,Bizkaia,24852,192214,8.0
2022/02,Burgos,24470,173356,7.0
2022/02,Cantabria,13807,128461,9.0
2022/02,Castellón/Castelló,30895,278044,9.0
2022/02,Ceuta,4775,33943,7.0
2022/02,Ciudad Real,10366,102952,10.0
2022/02,Cuenca,7057,68112,10.0
2022/02,Cáceres,15208,124069,8.0
2022/02,Cádiz,76192,627023,8.0
2022/02,Córdoba,14275,151789,11.0
2022/02,Gerona/Girona,141499,872680,6.0
2022/02,Granada,44344,374043,8.0
2022/02,Guadalajara,12301,100297,8.0
2022/02,Guipúzcoa/Gipuzkoa,68922,430937,6.0
2022/02,Huelva,26654,236047,9.0
2022/02,Huesca,18646,112262,6.0
2022/02,Islas Baleares/Illes Balears,143946,1122815,8.0
2022/02,Jaén,9993,117542,12.0
2022/02,La Rioja,7580,66296,9.0
2022/02,Las Palmas,545920,4394694,8.0
2022/02,León,9692,92782,10.0
2022/02,Lleida,43338,297392,7.0
2022/02,Lugo,6261,68446,11.0
2022/02,Madrid,289511,2187268,8.0
2022/02,Melilla,4697,44317,9.0
2022/02,Murcia,53169,559558,11.0
2022/02,Málaga,202703,1777234,9.0
2022/02,Navarra,37869,287156,8.0
2022/02,Ourense,17409,149622,9.0
2022/02,Palencia,6951,53226,8.0
2022/02,Pontevedra,34852,331942,10.0
2022/02,Salamanca,21597,168402,8.0
2022/02,Santa Cruz de Tenerife,406568,3434625,8.0
2022/02,Segovia,5781,50636,9.0
2022/02,Sevilla,67486,514863,8.0
2022/02,Soria,6020,44300,7.0
2022/02,Tarragona,43073,360900,8.0
2022/02,Teruel,5178,43167,8.0
2022/02,Toledo,16193,158671,10.0
2022/02,Valencia/València,108645,919634,8.0
2022/02,Valladolid,14866,128989,9.0
2022/02,Zamora,11645,88937,8.0
2022/02,Zaragoza,32300,272180,8.0
2022/02,Álava/Araba,23120,189966,8.0
2022/02,Ávila,4355,41781,10.0
2022/03,A Coruña,29770,310862,10.0
2022/03,Albacete,11534,137270,12.0
2022/03,Alicante/Alacant,301715,2799893,9.0
2022/03,Almería,43490,530324,12.0
2022/03,Asturias,23930,266478,11.0
2022/03,Badajoz,33872,370127,11.0
2022/03,Barcelona,565419,3527147,6.0
2022/03,Bizkaia,31676,250920,8.0
2022/03,Burgos,29748,221570,7.0
2022/03,Cantabria,18211,169508,9.0
2022/03,Castellón/Castelló,38726,394906,10.0
2022/03,Ceuta,5550,38631,7.0
2022/03,Ciudad Real,11553,134039,12.0
2022/03,Cuenca,8840,101610,11.0
2022/03,Cáceres,18611,164149,9.0
2022/03,Cádiz,93753,833783,9.0
2022/03,Córdoba,19307,192918,10.0
2022/03,Gerona/Girona,160190,1053796,7.0
2022/03,Granada,59243,491807,8.0
2022/03,Guadalajara,14626,125964,9.0
2022/03,Guipúzcoa/Gipuzkoa,83105,563324,7.0
2022/03,Huelva,34714,334401,10.0
2022/03,Huesca,19745,135794,7.0
2022/03,Islas Baleares/Illes Balears,286300,2090125,7.0
2022/03,Jaén,12153,146203,12.0
2022/03,La Rioja,9774,89246,9.0
2022/03,Las Palmas,651831,5098774,8.0
2022/03,León,12088,130664,11.0
2022/03,Lleida,45110,323136,7.0
2022/03,Lugo,8296,95916,12.0
2022/03,Madrid,401801,2867763,7.0
2022/03,Melilla,5547,50509,9.0
2022/03,Murcia,65770,729740,11.0
2022/03,Málaga,291667,2485812,9.0
2022/03,Navarra,46396,360365,8.0
2022/03,Ourense,21402,195627,9.0
2022/03,Palencia,8332,69000,8.0
2022/03,Pontevedra,41253,407285,10.0
2022/03,Salamanca,28948,244460,8.0
2022/03,Santa Cruz de Tenerife,463100,3799166,8.0
2022/03,Segovia,7389,69360,9.0
2022/03,Sevilla,98777,692978,7.0
2022/03,Soria,8092,62060,8.0
2022/03,Tarragona,52216,439859,8.0
2022/03,Teruel,6934,62945,9.0
2022/03,Toledo,20362,206791,10.0
2022/03,Valencia/València,144962,1256955,9.0
2022/03,Valladolid,18677,172481,9.0
2022/03,Zamora,13899,119288,9.0
2022/03,Zaragoza,40145,350895,9.0
2022/03,Álava/Araba,25990,241132,9.0
2022/03,Ávila,5129,52084,10.0
2022/04,A Coruña,43722,365525,8.0
2022/04,Albacete,12815,123759,10.0
2022/04,Alicante/Alacant,432666,3410467,8.0
2022/04,Almería,58514,570101,10.0
2022/04,Asturias,32109,283098,9.0
2022/04,Badajoz,40222,360661,9.0
2022/04,Barcelona,768206,4579063,6.0
2022/04,Bizkaia,46216,318504,7.0
2022/04,Burgos,36382,248676,7.0
2022/04,Cantabria,26211,218059,8.0
2022/04,Castellón/Castelló,47373,403685,9.0
2022/04,Ceuta,7191,42698,6.0
2022/04,Ciudad Real,13493,123655,9.0
2022/04,Cuenca,9963,87687,9.0
2022/04,Cáceres,23997,188038,8.0
2022/04,Cádiz,128393,968917,8.0
2022/04,Córdoba,23875,215819,9.0
2022/04,Gerona/Girona,261002,1503708,6.0
2022/04,Granada,75973,585626,8.0
2022/04,Guadalajara,15769,130363,8.0
2022/04,Guipúzcoa/Gipuzkoa,110425,702594,6.0
2022/04,Huelva,44498,356516,8.0
2022/04,Huesca,22991,146352,6.0
2022/04,Islas Baleares/Illes Balears,1059688,6519165,6.0
2022/04,Jaén,13638,132878,10.0
2022/04,La Rioja,10909,97193,9.0
2022/04,Las Palmas,649270,4941047,8.0
2022/04,León,15605,133230,9.0
2022/04,Lleida,39400,307769,8.0
2022/04,Lugo,10744,101356,9.0
2022/04,Madrid,488554,3428565,7.0
2022/04,Melilla,6175,49043,8.0
2022/04,Murcia,80478,744698,9.0
2022/04,Málaga,455400,3394866,7.0
2022/04,Navarra,56350,417080,7.0
2022/04,Ourense,28083,213452,8.0
2022/04,Palencia,10915,69598,6.0
2022/04,Pontevedra,54897,447687,8.0
2022/04,Salamanca,38909,287660,7.0
2022/04,Santa Cruz de Tenerife,453482,3537478,8.0
2022/04,Segovia,8402,71703,9.0
2022/04,Sevilla,113174,789047,7.0
2022/04,Soria,7717,58476,8.0
2022/04,Tarragona,109175,737358,7.0
2022/04,Teruel,8841,68461,8.0
2022/04,Toledo,22928,204614,9.0
2022/04,Valencia/València,173436,1350156,8.0
2022/04,Valladolid,19928,179248,9.0
2022/04,Zamora,19240,134789,7.0
2022/04,Zaragoza,42980,363601,8.0
2022/04,Álava/Araba,30972,269191,9.0
2022/04,Ávila,6640,57293,9.0
2022/05,A Coruña,53527,466108,9.0
2022/05,Albacete,13939,137385,10.0
2022/05,Alicante/Alacant,471189,3751261,8.0
2022/05,Almería,62738,624221,10.0
2022/05,Asturias,34686,315051,9.0
2022/05,Badajoz,38854,374028,10.0
2022/05,Barcelona,904362,5054860,6.0
2022/05,Bizkaia,54395,354809,7.0
2022/05,Burgos,36627,249774,7.0
2022/05,Cantabria,35167,268690,8.0
2022/05,Castellón/Castelló,46479,404582,9.0
2022/05,Ceuta,9762,52381,5.0
2022/05,Ciudad Real,15011,143535,10.0
2022/05,Cuenca,10454,95553,9.0
2022/05,Cáceres,24158,206883,9.0
2022/05,Cádiz,150702,1163712,8.0
2022/05,Córdoba,26635,242968,9.0
2022/05,Gerona/Girona,347789,1944436,6.0
2022/05,Granada,75333,614506,8.0
2022/05,Guadalajara,16493,137552,8.0
2022/05,Guipúzcoa/Gipuzkoa,127975,813787,6.0
2022/05,Huelva,48779,407057,8.0
2022/05,Huesca,29814,175209,6.0
2022/05,Islas Baleares/Illes Balears,1600678,9404802,6.0
2022/05,Jaén,15068,152878,10.0
2022/05,La Rioja,12867,105596,8.0
2022/05,Las Palmas,507629,3996274,8.0
2022/05,León,16949,164458,10.0
2022/05,Lleida,41554,319873,8.0
2022/05,Lugo,13503,125955,9.0
2022/05,Madrid,555142,3879236,7.0
2022/05,Melilla,8201,61186,7.0
2022/05,Murcia,94328,879328,9.0
2022/05,Málaga,517793,3770607,7.0
2022/05,Navarra,62691,430556,7.0
2022/05,Ourense,25936,225573,9.0
2022/05,Palencia,9937,74168,7.0
2022/05,Pontevedra,57924,486538,8.0
2022/05,Salamanca,40965,304847,7.0
2022/05,Santa Cruz de Tenerife,361499,2879588,8.0
2022/05,Segovia,9438,77493,8.0
2022/05,Sevilla,154889,980394,6.0
2022/05,Soria,8236,60052,7.0
2022/05,Tarragona,144737,976304,7.0
2022/05,Teruel,8324,65779,8.0
2022/05,Toledo,26063,238908,9.0
2022/05,Valencia/València,190551,1433219,8.0
2022/05,Valladolid,20889,172827,8.0
2022/05,Zamora,17344,136324,8.0
2022/05,Zaragoza,46948,391445,8.0
2022/05,Álava/Araba,30402,232627,8.0
2022/05,Ávila,6626,59266,9.0
2022/06,A Coruña,58135,520072,9.0
2022/06,Albacete,12250,125799,10.0
2022/06,Alicante/Alacant,476044,3961929,8.0
2022/06,Almería,64151,600795,9.0
2022/06,Asturias,41507,364072,9.0
2022/06,Badajoz,36193,344505,10.0
2022/06,Barcelona,895508,5264151,6.0
2022/06,Bizkaia,53860,363905,7.0
2022/06,Burgos,33112,229057,7.0
2022/06,Cantabria,34937,268230,8.0
2022/06,Castellón/Castelló,44854,404706,9.0
2022/06,Ceuta,11611,67478,6.0
2022/06,Ciudad Real,13376,123516,9.0
2022/06,Cuenca,9281,82829,9.0
2022/06,Cáceres,22090,174841,8.0
2022/06,Cádiz,140955,1135220,8.0
2022/06,Córdoba,20246,195742,10.0
2022/06,Gerona/Girona,361607,2303875,6.0
2022/06,Granada,67569,570051,8.0
2022/06,Guadalajara,15947,123005,8.0
2022/06,Guipúzcoa/Gipuzkoa,125834,859711,7.0
2022/06,Huelva,48782,389287,8.0
2022/06,Huesca,35621,207518,6.0
2022/06,Islas Baleares/Illes Balears,1928142,12241901,6.0
2022/06,Jaén,12859,130184,10.0
2022/06,La Rioja,12671,109307,9.0
2022/06,Las Palmas,516896,4068791,8.0
2022/06,León,17157,171794,10.0
2022/06,Lleida,45198,347485,8.0
2022/06,Lugo,13988,133576,10.0
2022/06,Madrid,560794,3927690,7.0
2022/06,Melilla,10141,69516,7.0
2022/06,Murcia,82609,787030,10.0
2022/06,Málaga,525340,3964470,8.0
2022/06,Navarra,64755,440531,7.0
2022/06,Ourense,26328,221638,8.0
2022/06,Palencia,9410,72777,8.0
2022/06,Pontevedra,68829,522855,8.0
2022/06,Salamanca,37074,292986,8.0
2022/06,Santa Cruz de Tenerife,364507,2874578,8.0
2022/06,Segovia,9013,71282,8.0
2022/06,Sevilla,106271,756864,7.0
2022/06,Soria,8269,60510,7.0
2022/06,Tarragona,158429,1190410,8.0
2022/06,Teruel,7153,61652,9.0
2022/06,Toledo,22561,200956,9.0
2022/06,Valencia/València,176378,1412257,8.0
2022/06,Valladolid,19669,169108,9.0
2022/06,Zamora,18376,137082,7.0
2022/06,Zaragoza,41366,348500,8.0
2022/06,Álava/Araba,29844,235111,8.0
2022/06,Ávila,6459,57217,9.0
2022/07,A Coruña,61729,525653,9.0
2022/07,Albacete,13901,123697,9.0
2022/07,Alicante/Alacant,614465,5282764,9.0
2022/07,Almería,84930,682813,8.0
2022/07,Asturias,47826,410919,9.0
2022/07,Badajoz,46656,387629,8.0
2022/07,Barcelona,963247,5560587,6.0
2022/07,Bizkaia,60163,386792,6.0
2022/07,Burgos,72895,289142,4.0
2022/07,Cantabria,44867,347498,8.0
2022/07,Castellón/Castelló,70994,540611,8.0
2022/07,Ceuta,15791,77738,5.0
2022/07,Ciudad Real,18311,135143,7.0
2022/07,Cuenca,11455,93510,8.0
2022/07,Cáceres,30407,191715,6.0
2022/07,Cádiz,176950,1192036,7.0
2022/07,Córdoba,20035,188985,9.0
2022/07,Gerona/Girona,606234,4000529,7.0
2022/07,Granada,83056,624274,8.0
2022/07,Guadalajara,17554,135599,8.0
2022/07,Guipúzcoa/Gipuzkoa,200463,1089552,5.0
2022/07,Huelva,51113,370708,7.0
2022/07,Huesca,53794,294983,5.0
2022/07,Islas Baleares/Illes Balears,2219773,14932516,7.0
2022/07,Jaén,17663,134068,8.0
2022/07,La Rioja,13607,107173,8.0
2022/07,Las Palmas,606439,5017812,8.0
2022/07,León,21734,175773,8.0
2022/07,Lleida,59144,397796,7.0
2022/07,Lugo,14924,134370,9.0
2022/07,Madrid,491096,3404927,7.0
2022/07,Melilla,19153,93879,5.0
2022/07,Murcia,99688,882007,9.0
2022/07,Málaga,615556,4871231,8.0
2022/07,Navarra,91431,501280,5.0
2022/07,Ourense,38759,278797,7.0
2022/07,Palencia,18347,85146,5.0
2022/07,Pontevedra,84666,594009,7.0
2022/07,Salamanca,52866,328001,6.0
2022/07,Santa Cruz de Tenerife,415486,3401705,8.0
2022/07,Segovia,11627,82373,7.0
2022/07,Sevilla,90569,662057,7.0
2022/07,Soria,10596,72602,7.0
2022/07,Tarragona,241684,1791106,7.0
2022/07,Teruel,9488,68186,7.0
2022/07,Toledo,27042,202620,7.0
2022/07,Valencia/València,204250,1534539,8.0
2022/07,Valladolid,28827,179509,6.0
2022/07,Zamora,28206,172635,6.0
2022/07,Zaragoza,43976,352962,8.0
2022/07,Álava/Araba,55137,269583,5.0
2022/07,Ávila,8459,73209,9.0
2022/08,A Coruña,82341,826834,10.0
2022/08,Albacete,14375,164236,11.0
2022/08,Alicante/Alacant,651926,6449831,10.0
2022/08,Almería,98900,935810,9.0
2022/08,Asturias,62059,632911,10.0
