FECHA,PROVINCIA_DESTINO,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020/07,Castellón/Castelló,40391,402476,10.0
2020/07,Ceuta,9358,85654,9.0
2020/07,Ciudad Real,9928,126179,13.0
2020/07,Cuenca,8331,97844,12.0
2020/07,Cáceres,16597,167411,10.0
2020/07,Cádiz,97690,821708,8.0
2020/07,Córdoba,12257,170914,14.0
2020/07,Gerona/Girona,360469,2570660,7.0
2020/07,Granada,32351,361092,11.0
2020/07,Guadalajara,14786,149653,10.0
2020/07,Guipúzcoa/Gipuzkoa,135406,860112,6.0
2020/07,Huelva,32382,322508,10.0
2020/07,Huesca,38211,229296,6.0
2020/07,Islas Baleares/Illes Balears,381737,2998960,8.0
2020/07,Jaén,10893,152492,14.0
2020/07,La Rioja,10411,112860,11.0
2020/07,Las Palmas,91209,841832,9.0
2020/07,León,13769,151974,11.0
2020/07,Lleida,41199,380928,9.0
2020/07,Lugo,8147,101172,12.0
2020/07,Madrid,183515,2296286,13.0
2020/07,Melilla,10453,110210,11.0
2020/07,Murcia,61110,742411,12.0
2020/07,Málaga,168042,1616885,10.0
2020/07,Navarra,60227,484862,8.0
2020/07,Ourense,30247,263334,9.0
2020/07,Palencia,11033,85895,8.0
2020/07,Pontevedra,54889,539456,10.0
2020/07,Salamanca,31657,286859,9.0
2020/07,Santa Cruz de Tenerife,65097,663961,10.0
2020/07,Segovia,7849,84171,11.0
2020/07,Sevilla,34885,455539,13.0
2020/07,Soria,7457,61199,8.0
2020/07,Tarragona,98095,860392,9.0
2020/07,Teruel,6050,59185,10.0
2020/07,Toledo,16717,201954,12.0
2020/07,Valencia/València,100091,1085787,11.0
2020/07,Valladolid,18837,188734,10.0
2020/07,Zamora,18966,156283,8.0
2020/07,Zaragoza,34583,365149,11.0
2020/07,Álava/Araba,27345,225999,8.0
2020/07,Ávila,5482,55856,10.0
2020/08,A Coruña,36413,504980,14.0
2020/08,Albacete,12686,183946,14.0
2020/08,Alicante/Alacant,311704,3871488,12.0
2020/08,Almería,49809,660842,13.0
2020/08,Asturias,38312,483498,13.0
2020/08,Badajoz,37948,495032,13.0
2020/08,Barcelona,269517,2994654,11.0
2020/08,Bizkaia,31475,338056,11.0
2020/08,Burgos,42953,296140,7.0
2020/08,Cantabria,34338,396599,12.0
2020/08,Castellón/Castelló,56678,666400,12.0
2020/08,Ceuta,10625,90945,9.0
2020/08,Ciudad Real,11107,161228,15.0
2020/08,Cuenca,10193,133917,13.0
2020/08,Cáceres,22190,252119,11.0
2020/08,Cádiz,111297,1105148,10.0
2020/08,Córdoba,13717,210949,15.0
2020/08,Gerona/Girona,392369,3427104,9.0
2020/08,Granada,39500,516934,13.0
2020/08,Guadalajara,15770,191558,12.0
2020/08,Guipúzcoa/Gipuzkoa,168825,1069801,6.0
2020/08,Huelva,42212,416659,10.0
2020/08,Huesca,47950,330520,7.0
2020/08,Islas Baleares/Illes Balears,511065,4877030,10.0
2020/08,Jaén,12226,186889,15.0
2020/08,La Rioja,11135,142968,13.0
2020/08,Las Palmas,147783,1415337,10.0
2020/08,León,22208,257221,12.0
2020/08,Lleida,44835,476103,11.0
2020/08,Lugo,12080,177917,15.0
2020/08,Madrid,172524,2493674,14.0
2020/08,Melilla,11941,119401,10.0
2020/08,Murcia,74094,1073628,14.0
2020/08,Málaga,234030,2753522,12.0
2020/08,Navarra,71829,590220,8.0
2020/08,Ourense,60121,510017,8.0
2020/08,Palencia,15818,127337,8.0
2020/08,Pontevedra,80043,820825,10.0
2020/08,Salamanca,49175,436490,9.0
2020/08,Santa Cruz de Tenerife,94010,1012486,11.0
2020/08,Segovia,9435,124378,13.0
2020/08,Sevilla,38631,519448,13.0
2020/08,Soria,8348,87512,10.0
2020/08,Tarragona,119537,1265797,11.0
2020/08,Teruel,7886,89112,11.0
2020/08,Toledo,18980,261486,14.0
2020/08,Valencia/València,122055,1580109,13.0
2020/08,Valladolid,21528,225391,10.0
2020/08,Zamora,35348,287158,8.0
2020/08,Zaragoza,32829,400238,12.0
2020/08,Álava/Araba,33610,258722,8.0
2020/08,Ávila,7701,100502,13.0
2020/09,A Coruña,23447,318489,14.0
2020/09,Albacete,10009,127366,13.0
2020/09,Alicante/Alacant,135906,1684613,12.0
2020/09,Almería,33880,433507,13.0
2020/09,Asturias,22589,280384,12.0
2020/09,Badajoz,30654,343444,11.0
2020/09,Barcelona,225831,2199444,10.0
2020/09,Bizkaia,21903,217849,10.0
2020/09,Burgos,26138,194592,7.0
2020/09,Cantabria,18385,205318,11.0
2020/09,Castellón/Castelló,27782,308589,11.0
2020/09,Ceuta,8510,63768,7.0
2020/09,Ciudad Real,9314,117469,13.0
2020/09,Cuenca,7493,91451,12.0
2020/09,Cáceres,15921,166204,10.0
2020/09,Cádiz,78222,686442,9.0
2020/09,Córdoba,10705,144377,13.0
2020/09,Gerona/Girona,188208,1420013,8.0
2020/09,Granada,27352,327439,12.0
2020/09,Guadalajara,13394,136829,10.0
2020/09,Guipúzcoa/Gipuzkoa,88586,664385,7.0
2020/09,Huelva,30517,300655,10.0
2020/09,Huesca,24712,168131,7.0
2020/09,Islas Baleares/Illes Balears,163745,1753800,11.0
2020/09,Jaén,9896,138936,14.0
2020/09,La Rioja,8789,101031,11.0
2020/09,Las Palmas,75641,775501,10.0
2020/09,León,12179,157049,13.0
2020/09,Lleida,35883,310123,9.0
2020/09,Lugo,7983,106372,13.0
2020/09,Madrid,167015,1963494,12.0
2020/09,Melilla,9755,83530,9.0
2020/09,Murcia,48855,648538,13.0
2020/09,Málaga,114543,1349400,12.0
2020/09,Navarra,54929,429318,8.0
2020/09,Ourense,29645,288249,10.0
2020/09,Palencia,9347,77068,8.0
2020/09,Pontevedra,50819,524109,10.0
2020/09,Salamanca,29784,271010,9.0
2020/09,Santa Cruz de Tenerife,60019,660713,11.0
2020/09,Segovia,7076,80841,11.0
2020/09,Sevilla,31443,393830,13.0
2020/09,Soria,7064,60468,9.0
2020/09,Tarragona,53695,528903,10.0
2020/09,Teruel,5951,61805,10.0
2020/09,Toledo,15201,184742,12.0
2020/09,Valencia/València,78216,919386,12.0
2020/09,Valladolid,16284,164756,10.0
2020/09,Zamora,18595,159378,9.0
2020/09,Zaragoza,30933,301198,10.0
2020/09,Álava/Araba,20209,167131,8.0
2020/09,Ávila,4309,57269,13.0
2020/10,A Coruña,21372,336329,16.0
2020/10,Albacete,10144,157666,16.0
2020/10,Alicante/Alacant,125853,1668898,13.0
2020/10,Almería,34359,486894,14.0
2020/10,Asturias,20126,300890,15.0
2020/10,Badajoz,31552,464269,15.0
2020/10,Barcelona,224128,2721458,12.0
2020/10,Bizkaia,24019,312367,13.0
2020/10,Burgos,26165,238290,9.0
2020/10,Cantabria,15890,202670,13.0
2020/10,Castellón/Castelló,27824,330179,12.0
2020/10,Ceuta,8119,80090,10.0
2020/10,Ciudad Real,9091,134616,15.0
2020/10,Cuenca,7613,109148,14.0
2020/10,Cáceres,15792,196716,12.0
2020/10,Cádiz,73079,742145,10.0
2020/10,Córdoba,12296,199314,16.0
2020/10,Gerona/Girona,148377,1392738,9.0
2020/10,Granada,28516,385496,14.0
2020/10,Guadalajara,12624,157714,12.0
2020/10,Guipúzcoa/Gipuzkoa,85548,895402,10.0
2020/10,Huelva,24247,291986,12.0
2020/10,Huesca,17885,165892,9.0
2020/10,Islas Baleares/Illes Balears,110092,1256706,11.0
2020/10,Jaén,10851,174823,16.0
2020/10,La Rioja,8989,120213,13.0
2020/10,Las Palmas,65547,697390,11.0
2020/10,León,10360,162880,16.0
2020/10,Lleida,32992,393684,12.0
2020/10,Lugo,7610,126050,17.0
2020/10,Madrid,164158,2506520,15.0
2020/10,Melilla,8536,104275,12.0
2020/10,Murcia,49086,764036,16.0
2020/10,Málaga,104236,1291529,12.0
2020/10,Navarra,48065,494836,10.0
2020/10,Ourense,22550,283847,13.0
2020/10,Palencia,8700,91330,10.0
2020/10,Pontevedra,39858,504993,13.0
2020/10,Salamanca,27461,333360,12.0
2020/10,Santa Cruz de Tenerife,52170,595903,11.0
2020/10,Segovia,6595,95692,15.0
2020/10,Sevilla,35897,510802,14.0
2020/10,Soria,7068,71044,10.0
2020/10,Tarragona,45839,507118,11.0
2020/10,Teruel,6343,72441,11.0
2020/10,Toledo,14918,218629,15.0
2020/10,Valencia/València,81414,1121834,14.0
2020/10,Valladolid,16750,210980,13.0
2020/10,Zamora,16733,184375,11.0
2020/10,Zaragoza,33743,399079,12.0
2020/10,Álava/Araba,21570,232779,11.0
2020/10,Ávila,3961,60515,15.0
2020/11,A Coruña,17160,256467,15.0
2020/11,Albacete,8780,121029,14.0
2020/11,Alicante/Alacant,94875,1381926,15.0
2020/11,Almería,29351,391093,13.0
2020/11,Asturias,14497,212540,15.0
2020/11,Badajoz,25913,358752,14.0
2020/11,Barcelona,167736,2036660,12.0
2020/11,Bizkaia,18646,235105,13.0
2020/11,Burgos,22218,184789,8.0
2020/11,Cantabria,12904,169572,13.0
2020/11,Castellón/Castelló,23452,261001,11.0
2020/11,Ceuta,6468,47023,7.0
2020/11,Ciudad Real,8483,115950,14.0
2020/11,Cuenca,6115,82077,13.0
2020/11,Cáceres,13249,157553,12.0
2020/11,Cádiz,58470,544444,9.0
2020/11,Córdoba,10021,149435,15.0
2020/11,Gerona/Girona,89975,911429,10.0
2020/11,Granada,20362,274232,13.0
2020/11,Guadalajara,11066,124208,11.0
2020/11,Guipúzcoa/Gipuzkoa,59561,706371,12.0
2020/11,Huelva,17680,232206,13.0
2020/11,Huesca,8832,97731,11.0
2020/11,Islas Baleares/Illes Balears,54133,741906,14.0
2020/11,Jaén,9126,129903,14.0
2020/11,La Rioja,7323,96753,13.0
2020/11,Las Palmas,103824,978062,9.0
2020/11,León,8158,119459,15.0
2020/11,Lleida,18996,227564,12.0
2020/11,Lugo,5838,85092,15.0
2020/11,Madrid,151823,2020676,13.0
2020/11,Melilla,6427,58627,9.0
2020/11,Murcia,37734,558413,15.0
2020/11,Málaga,70833,985881,14.0
2020/11,Navarra,31945,342107,11.0
2020/11,Ourense,15761,217244,14.0
2020/11,Palencia,7512,68754,9.0
2020/11,Pontevedra,29075,375229,13.0
2020/11,Salamanca,21130,275361,13.0
2020/11,Santa Cruz de Tenerife,74596,761743,10.0
2020/11,Segovia,4844,64865,13.0
2020/11,Sevilla,25119,373998,15.0
2020/11,Soria,5642,55185,10.0
2020/11,Tarragona,32983,355877,11.0
2020/11,Teruel,4623,50250,11.0
2020/11,Toledo,13174,176884,13.0
2020/11,Valencia/València,72369,897244,12.0
2020/11,Valladolid,14150,159326,11.0
2020/11,Zamora,11800,137435,12.0
2020/11,Zaragoza,28503,298861,10.0
2020/11,Álava/Araba,17998,191457,11.0
2020/11,Ávila,2792,38552,14.0
2020/12,A Coruña,21112,297915,14.0
2020/12,Albacete,10002,153121,15.0
2020/12,Alicante/Alacant,88300,1413958,16.0
2020/12,Almería,31656,436196,14.0
2020/12,Asturias,17952,249366,14.0
2020/12,Badajoz,33442,513393,15.0
2020/12,Barcelona,203423,2615996,13.0
2020/12,Bizkaia,21119,288711,14.0
2020/12,Burgos,25199,227207,9.0
2020/12,Cantabria,14527,185347,13.0
2020/12,Castellón/Castelló,25533,309299,12.0
2020/12,Ceuta,7103,61461,9.0
2020/12,Ciudad Real,9705,148917,15.0
2020/12,Cuenca,6993,106518,15.0
2020/12,Cáceres,14940,196898,13.0
2020/12,Cádiz,60617,638536,11.0
2020/12,Córdoba,12053,184355,15.0
2020/12,Gerona/Girona,102847,1188071,12.0
2020/12,Granada,25197,326090,13.0
2020/12,Guadalajara,11688,143583,12.0
2020/12,Guipúzcoa/Gipuzkoa,76244,920557,12.0
2020/12,Huelva,19424,256000,13.0
2020/12,Huesca,10275,121090,12.0
2020/12,Islas Baleares/Illes Balears,50505,779451,15.0
2020/12,Jaén,11507,182447,16.0
2020/12,La Rioja,7990,104373,13.0
2020/12,Las Palmas,114112,1285177,11.0
2020/12,León,9725,129553,13.0
2020/12,Lleida,23646,295434,12.0
2020/12,Lugo,6547,93943,14.0
2020/12,Madrid,185790,2587050,14.0
2020/12,Melilla,7434,83084,11.0
2020/12,Murcia,41969,649066,15.0
2020/12,Málaga,68525,1021572,15.0
2020/12,Navarra,37240,437098,12.0
2020/12,Ourense,20371,240495,12.0
2020/12,Palencia,9057,89111,10.0
2020/12,Pontevedra,37530,468311,12.0
2020/12,Salamanca,25431,344723,14.0
2020/12,Santa Cruz de Tenerife,89735,1079521,12.0
2020/12,Segovia,5603,76178,14.0
2020/12,Sevilla,29591,437795,15.0
2020/12,Soria,6193,67994,11.0
2020/12,Tarragona,36561,423701,12.0
2020/12,Teruel,4758,57811,12.0
2020/12,Toledo,14997,216655,14.0
2020/12,Valencia/València,78480,1078461,14.0
2020/12,Valladolid,16115,203677,13.0
2020/12,Zamora,16093,179991,11.0
2020/12,Zaragoza,31084,378483,12.0
2020/12,Álava/Araba,22311,267687,12.0
2020/12,Ávila,3227,45051,14.0
2021/01,A Coruña,17242,146490,8.0
2021/01,Albacete,8035,65960,8.0
2021/01,Alicante/Alacant,70930,668794,9.0
2021/01,Almería,27500,218055,8.0
2021/01,Asturias,14601,121939,8.0
2021/01,Badajoz,21124,177391,8.0
2021/01,Barcelona,156147,1093252,7.0
2021/01,Bizkaia,17615,124261,7.0
2021/01,Burgos,21593,113100,5.0
2021/01,Cantabria,10899,78454,7.0
2021/01,Castellón/Castelló,20465,139498,7.0
2021/01,Ceuta,6312,26967,4.0
2021/01,Ciudad Real,7868,63470,8.0
2021/01,Cuenca,5653,40786,7.0
2021/01,Cáceres,11789,84410,7.0
2021/01,Cádiz,50009,320278,6.0
2021/01,Córdoba,9816,80777,8.0
2021/01,Gerona/Girona,85635,571494,7.0
2021/01,Granada,21337,157668,7.0
2021/01,Guadalajara,10495,68136,6.0
2021/01,Guipúzcoa/Gipuzkoa,52937,318610,6.0
2021/01,Huelva,16088,116219,7.0
2021/01,Huesca,8499,51145,6.0
2021/01,Islas Baleares/Illes Balears,41050,363327,9.0
2021/01,Jaén,8966,74409,8.0
2021/01,La Rioja,6099,45400,7.0
2021/01,Las Palmas,85983,719259,8.0
2021/01,León,8212,61999,8.0
2021/01,Lleida,19158,131868,7.0
2021/01,Lugo,4929,41416,8.0
2021/01,Madrid,151418,1228495,8.0
2021/01,Melilla,5659,32187,6.0
2021/01,Murcia,33763,300294,9.0
2021/01,Málaga,63074,573519,9.0
2021/01,Navarra,31374,189068,6.0
2021/01,Ourense,15164,104702,7.0
2021/01,Palencia,7664,40759,5.0
2021/01,Pontevedra,32190,239845,7.0
2021/01,Salamanca,18547,121120,7.0
2021/01,Santa Cruz de Tenerife,61684,545577,9.0
2021/01,Segovia,4490,31317,7.0
2021/01,Sevilla,23073,195319,8.0
2021/01,Soria,5024,28108,6.0
2021/01,Tarragona,29228,196295,7.0
2021/01,Teruel,3710,24621,7.0
2021/01,Toledo,13537,104204,8.0
2021/01,Valencia/València,58868,477345,8.0
2021/01,Valladolid,13810,93541,7.0
2021/01,Zamora,11271,74107,7.0
2021/01,Zaragoza,26551,182273,7.0
2021/01,Álava/Araba,20127,123524,6.0
2021/01,Ávila,2882,22091,8.0
2021/02,A Coruña,14791,160144,11.0
2021/02,Albacete,7449,73166,10.0
2021/02,Alicante/Alacant,51489,620442,12.0
2021/02,Almería,23798,241651,10.0
2021/02,Asturias,14730,129147,9.0
2021/02,Badajoz,18562,181060,10.0
2021/02,Barcelona,149376,1300293,9.0
2021/02,Bizkaia,16858,143161,8.0
2021/02,Burgos,20282,139932,7.0
2021/02,Cantabria,10108,91643,9.0
2021/02,Castellón/Castelló,18808,153450,8.0
2021/02,Ceuta,6042,36541,6.0
2021/02,Ciudad Real,7501,72238,10.0
2021/02,Cuenca,4944,43939,9.0
2021/02,Cáceres,11624,94808,8.0
2021/02,Cádiz,47187,354174,8.0
2021/02,Córdoba,8482,93474,11.0
2021/02,Gerona/Girona,84110,648998,8.0
2021/02,Granada,17094,166162,10.0
2021/02,Guadalajara,10288,76710,7.0
2021/02,Guipúzcoa/Gipuzkoa,49040,352208,7.0
2021/02,Huelva,17302,153726,9.0
2021/02,Huesca,9367,64359,7.0
2021/02,Islas Baleares/Illes Balears,30125,344152,11.0
2021/02,Jaén,8160,86197,11.0
2021/02,La Rioja,5454,47359,9.0
2021/02,Las Palmas,53991,604746,11.0
2021/02,León,6618,64173,10.0
2021/02,Lleida,19209,149741,8.0
2021/02,Lugo,4449,49228,11.0
2021/02,Madrid,141434,1249436,9.0
2021/02,Melilla,5727,45328,8.0
2021/02,Murcia,30718,324387,11.0
2021/02,Málaga,46421,555676,12.0
2021/02,Navarra,32567,254929,8.0
2021/02,Ourense,11333,100518,9.0
2021/02,Palencia,6620,48281,7.0
2021/02,Pontevedra,28005,264880,9.0
2021/02,Salamanca,16625,141461,9.0
2021/02,Santa Cruz de Tenerife,50584,567145,11.0
2021/02,Segovia,4093,37791,9.0
2021/02,Sevilla,20409,222190,11.0
2021/02,Soria,5514,36715,7.0
2021/02,Tarragona,26500,212744,8.0
2021/02,Teruel,3771,29942,8.0
2021/02,Toledo,11739,111220,9.0
2021/02,Valencia/València,53353,530914,10.0
2021/02,Valladolid,12624,104502,8.0
2021/02,Zamora,9077,75599,8.0
2021/02,Zaragoza,25458,205756,8.0
2021/02,Álava/Araba,20412,170856,8.0
2021/02,Ávila,2615,24368,9.0
2021/03,A Coruña,17945,199346,11.0
2021/03,Albacete,8732,87255,10.0
2021/03,Alicante/Alacant,60358,688927,11.0
2021/03,Almería,24735,258612,10.0
2021/03,Asturias,14713,145994,10.0
2021/03,Badajoz,22343,244360,11.0
2021/03,Barcelona,181109,1617264,9.0
2021/03,Bizkaia,19053,171348,9.0
2021/03,Burgos,24064,173468,7.0
2021/03,Cantabria,11780,106830,9.0
2021/03,Castellón/Castelló,21764,182602,8.0
2021/03,Ceuta,6836,39384,6.0
2021/03,Ciudad Real,8528,85853,10.0
2021/03,Cuenca,5766,57078,10.0
2021/03,Cáceres,13011,124620,10.0
2021/03,Cádiz,59083,459843,8.0
2021/03,Córdoba,9446,109442,12.0
2021/03,Gerona/Girona,99864,740378,7.0
2021/03,Granada,20698,192125,9.0
2021/03,Guadalajara,12737,97585,8.0
2021/03,Guipúzcoa/Gipuzkoa,55667,405419,7.0
2021/03,Huelva,21842,197724,9.0
2021/03,Huesca,11008,82966,8.0
2021/03,Islas Baleares/Illes Balears,47149,462842,10.0
2021/03,Jaén,8178,90989,11.0
2021/03,La Rioja,6822,60062,9.0
2021/03,Las Palmas,65554,684773,10.0
2021/03,León,7828,77795,10.0
2021/03,Lleida,24206,204137,8.0
2021/03,Lugo,5442,58276,11.0
2021/03,Madrid,176469,1698012,10.0
2021/03,Melilla,6395,55567,9.0
2021/03,Murcia,35332,379258,11.0
2021/03,Málaga,58401,635038,11.0
2021/03,Navarra,38714,321646,8.0
2021/03,Ourense,14596,130430,9.0
2021/03,Palencia,7411,59079,8.0
2021/03,Pontevedra,33321,338858,10.0
2021/03,Salamanca,19540,180037,9.0
2021/03,Santa Cruz de Tenerife,61025,687220,11.0
2021/03,Segovia,4567,46216,10.0
2021/03,Sevilla,24310,272492,11.0
2021/03,Soria,6495,44289,7.0
2021/03,Tarragona,31482,263185,8.0
2021/03,Teruel,4417,38475,9.0
2021/03,Toledo,12623,127815,10.0
2021/03,Valencia/València,64969,638549,10.0
2021/03,Valladolid,14388,131589,9.0
2021/03,Zamora,11173,92332,8.0
2021/03,Zaragoza,29237,249008,9.0
2021/03,Álava/Araba,24400,221280,9.0
2021/03,Ávila,2969,32147,11.0
2021/04,A Coruña,18236,183454,10.0
2021/04,Albacete,7856,78815,10.0
2021/04,Alicante/Alacant,75869,818323,11.0
2021/04,Almería,23617,245678,10.0
2021/04,Asturias,15112,154735,10.0
2021/04,Badajoz,22662,235123,10.0
2021/04,Barcelona,185743,1628647,9.0
2021/04,Bizkaia,18440,168542,9.0
2021/04,Burgos,23345,160948,7.0
2021/04,Cantabria,11432,105960,9.0
2021/04,Castellón/Castelló,21483,182217,8.0
2021/04,Ceuta,6125,32745,5.0
2021/04,Ciudad Real,8543,80945,9.0
2021/04,Cuenca,5564,52884,10.0
2021/04,Cáceres,12981,117763,9.0
2021/04,Cádiz,62960,464828,7.0
2021/04,Córdoba,9711,99504,10.0
2021/04,Gerona/Girona,98666,741806,8.0
2021/04,Granada,21723,200373,9.0
2021/04,Guadalajara,11150,88439,8.0
2021/04,Guipúzcoa/Gipuzkoa,51461,371799,7.0
2021/04,Huelva,21435,200772,9.0
2021/04,Huesca,10614,79426,7.0
2021/04,Islas Baleares/Illes Balears,131615,1099005,8.0
2021/04,Jaén,7907,78401,10.0
2021/04,La Rioja,6390,59999,9.0
2021/04,Las Palmas,77798,749727,10.0
2021/04,León,7940,75444,10.0
2021/04,Lleida,26671,215484,8.0
2021/04,Lugo,5641,55815,10.0
2021/04,Madrid,173263,1593155,9.0
2021/04,Melilla,5770,45633,8.0
2021/04,Murcia,34167,347221,10.0
2021/04,Málaga,80122,827189,10.0
2021/04,Navarra,35063,305185,9.0
2021/04,Ourense,15776,137288,9.0
2021/04,Palencia,6935,54159,8.0
2021/04,Pontevedra,34674,329695,10.0
2021/04,Salamanca,19984,174023,9.0
2021/04,Santa Cruz de Tenerife,68384,719732,11.0
2021/04,Segovia,4006,38638,10.0
2021/04,Sevilla,25748,260750,10.0
2021/04,Soria,6123,43019,7.0
2021/04,Tarragona,34829,284820,8.0
2021/04,Teruel,4763,39844,8.0
2021/04,Toledo,11576,114733,10.0
2021/04,Valencia/València,65647,633100,10.0
2021/04,Valladolid,13554,120199,9.0
2021/04,Zamora,11260,92241,8.0
2021/04,Zaragoza,27425,242729,9.0
2021/04,Álava/Araba,22833,209095,9.0
2021/04,Ávila,2990,28710,10.0
2021/05,A Coruña,21118,197602,9.0
2021/05,Albacete,9463,89211,9.0
2021/05,Alicante/Alacant,105129,965972,9.0
2021/05,Almería,26492,255404,10.0
2021/05,Asturias,17190,153889,9.0
2021/05,Badajoz,31402,278114,9.0
2021/05,Barcelona,249888,1839707,7.0
2021/05,Bizkaia,20656,169002,8.0
2021/05,Burgos,25981,174069,7.0
2021/05,Cantabria,13273,111912,8.0
2021/05,Castellón/Castelló,25644,204100,8.0
2021/05,Ceuta,10564,45101,4.0
2021/05,Ciudad Real,8851,85771,10.0
2021/05,Cuenca,6462,56810,9.0
2021/05,Cáceres,16188,133910,8.0
2021/05,Cádiz,71935,509264,7.0
2021/05,Córdoba,11647,111253,10.0
2021/05,Gerona/Girona,154204,947164,6.0
2021/05,Granada,24747,214106,9.0
2021/05,Guadalajara,12399,90104,7.0
2021/05,Guipúzcoa/Gipuzkoa,65241,426523,7.0
2021/05,Huelva,25004,206227,8.0
2021/05,Huesca,13943,92138,7.0
2021/05,Islas Baleares/Illes Balears,234441,1650036,7.0
2021/05,Jaén,8897,78897,9.0
2021/05,La Rioja,7302,62352,9.0
2021/05,Las Palmas,81860,730482,9.0
2021/05,León,9085,83465,9.0
2021/05,Lleida,30496,225325,7.0
2021/05,Lugo,6017,52627,9.0
2021/05,Madrid,201918,1712282,8.0
2021/05,Melilla,6687,56726,8.0
2021/05,Murcia,38840,379055,10.0
2021/05,Málaga,109614,982794,9.0
2021/05,Navarra,43931,335314,8.0
2021/05,Ourense,19119,145816,8.0
2021/05,Palencia,8070,56265,7.0
2021/05,Pontevedra,39843,329300,8.0
2021/05,Salamanca,23656,187665,8.0
2021/05,Santa Cruz de Tenerife,71321,678772,10.0
2021/05,Segovia,4699,39129,8.0
2021/05,Sevilla,34785,304193,9.0
2021/05,Soria,6934,45271,7.0
2021/05,Tarragona,46223,328620,7.0
2021/05,Teruel,6068,44132,7.0
2021/05,Toledo,13918,125151,9.0
2021/05,Valencia/València,75024,673853,9.0
2021/05,Valladolid,15441,126043,8.0
2021/05,Zamora,13754,93955,7.0
2021/05,Zaragoza,31746,253526,8.0
2021/05,Álava/Araba,24158,224303,9.0
2021/05,Ávila,3843,31580,8.0
2021/06,A Coruña,27930,248745,9.0
2021/06,Albacete,10959,106371,10.0
2021/06,Alicante/Alacant,153516,1409903,9.0
2021/06,Almería,30175,292635,10.0
2021/06,Asturias,23034,210194,9.0
2021/06,Badajoz,35519,309899,9.0
2021/06,Barcelona,315540,2350532,7.0
2021/06,Bizkaia,25064,196619,8.0
2021/06,Burgos,28342,193513,7.0
2021/06,Cantabria,18347,147400,8.0
2021/06,Castellón/Castelló,29180,244664,8.0
2021/06,Ceuta,9384,66884,7.0
2021/06,Ciudad Real,10025,95541,10.0
2021/06,Cuenca,7885,67791,9.0
2021/06,Cáceres,17883,144971,8.0
2021/06,Cádiz,79304,579064,7.0
2021/06,Córdoba,12423,124518,10.0
2021/06,Gerona/Girona,198013,1234556,6.0
2021/06,Granada,30667,261115,9.0
2021/06,Guadalajara,13668,104412,8.0
2021/06,Guipúzcoa/Gipuzkoa,74028,466258,6.0
2021/06,Huelva,32280,243341,8.0
2021/06,Huesca,18500,117787,6.0
2021/06,Islas Baleares/Illes Balears,432674,2883835,7.0
2021/06,Jaén,9474,89345,9.0
2021/06,La Rioja,8802,77767,9.0
2021/06,Las Palmas,102692,863067,8.0
2021/06,León,11661,103691,9.0
2021/06,Lleida,34906,265733,8.0
2021/06,Lugo,7270,67181,9.0
2021/06,Madrid,234583,2062797,9.0
2021/06,Melilla,7156,55567,8.0
2021/06,Murcia,45105,437435,10.0
2021/06,Málaga,157051,1358251,9.0
2021/06,Navarra,49942,373206,7.0
2021/06,Ourense,21807,168780,8.0
2021/06,Palencia,8546,61682,7.0
2021/06,Pontevedra,53574,408376,8.0
2021/06,Salamanca,26506,210617,8.0
2021/06,Santa Cruz de Tenerife,76233,692363,9.0
2021/06,Segovia,6514,51610,8.0
2021/06,Sevilla,49503,392749,8.0
2021/06,Soria,7937,55193,7.0
2021/06,Tarragona,60820,468247,8.0
2021/06,Teruel,5670,44911,8.0
2021/06,Toledo,15572,144264,9.0
2021/06,Valencia/València,91436,823184,9.0
2021/06,Valladolid,17001,141006,8.0
2021/06,Zamora,15984,123077,8.0
2021/06,Zaragoza,35165,294079,8.0
2021/06,Álava/Araba,25789,224010,9.0
2021/06,Ávila,4751,38475,8.0
2021/07,A Coruña,40037,362723,9.0
2021/07,Albacete,11045,110018,10.0
2021/07,Alicante/Alacant,323826,3002984,9.0
2021/07,Almería,46286,453741,10.0
2021/07,Asturias,33574,297980,9.0
2021/07,Badajoz,37083,329366,9.0
2021/07,Barcelona,471444,3298851,7.0
2021/07,Bizkaia,34557,261236,8.0
2021/07,Burgos,44232,237015,5.0
2021/07,Cantabria,32506,258186,8.0
2021/07,Castellón/Castelló,47858,408666,9.0
2021/07,Ceuta,8625,54615,6.0
2021/07,Ciudad Real,11127,102685,9.0
2021/07,Cuenca,9236,80193,9.0
2021/07,Cáceres,20691,173703,8.0
2021/07,Cádiz,104992,783459,7.0
2021/07,Córdoba,14871,147879,10.0
2021/07,Gerona/Girona,380887,2555256,7.0
2021/07,Granada,46308,402934,9.0
2021/07,Guadalajara,15811,118491,7.0
2021/07,Guipúzcoa/Gipuzkoa,118425,605716,5.0
2021/07,Huelva,37583,282701,8.0
2021/07,Huesca,35966,202611,6.0
2021/07,Islas Baleares/Illes Balears,984614,6690504,7.0
2021/07,Jaén,11408,108405,10.0
2021/07,La Rioja,9952,86428,9.0
2021/07,Las Palmas,183301,1531191,8.0
2021/07,León,16553,134541,8.0
2021/07,Lleida,48786,354328,7.0
2021/07,Lugo,10016,90004,9.0
2021/07,Madrid,286081,2517232,9.0
2021/07,Melilla,8047,57285,7.0
2021/07,Murcia,64444,625657,10.0
2021/07,Málaga,294743,2547671,9.0
